Victim_ID,Name,Age,Gender,State,District,Phone,Disaster_ID,Camp_ID,Medical_Status
VIC0798,Sneha Mehta,46,Female,Bihar,District_B,9210458670,DIS006,CAMP082,Under Treatment
VIC0799,Pranav Yadav,20,Male,Tamil Nadu,District_B,9525118267,DIS035,CAMP068,Minor Injuries
VIC0800,Vivaan Shah,35,Female,Maharashtra,District_C,9844226325,DIS040,CAMP042,Under Treatment
VIC0801,Aditya Menon,22,Male,Uttar Pradesh,District_D,9172178504,DIS001,CAMP096,Critical
VIC0802,Aarav Gupta,39,Male,Rajasthan,District_C,9421802847,DIS005,CAMP015,Critical
VIC0803,Myra Gupta,59,Male,Rajasthan,District_B,9111562397,DIS040,CAMP047,Healthy
VIC0804,Sneha Verma,18,Female,Rajasthan,District_B,9745602408,DIS033,CAMP049,Serious Injuries
VIC0805,Shaurya Patel,53,Female,Bihar,District_C,9924146653,DIS001,CAMP098,Minor Injuries
VIC0806,Sana Desai,46,Male,Maharashtra,District_D,9444942625,DIS003,CAMP088,Critical
VIC0807,Aanya Kumar,35,Female,West Bengal,District_C,9701190371,DIS036,CAMP031,Serious Injuries
VIC0808,Anika Reddy,63,Female,Gujarat,District_A,9270821324,DIS004,CAMP045,Critical
VIC0809,Arjun Pandey,60,Male,Gujarat,District_A,9670217570,DIS011,CAMP016,Minor Injuries
VIC0810,Dhruv Shah,77,Male,Bihar,District_D,9512663635,DIS040,CAMP017,Under Treatment
VIC0811,Sara Rao,51,Female,Maharashtra,District_C,9996452527,DIS020,CAMP077,Under Treatment
VIC0812,Ananya Nair,33,Female,Karnataka,District_A,9782233714,DIS050,CAMP015,Healthy
VIC0813,Isha Pandey,10,Female,Uttar Pradesh,District_C,9121626417,DIS027,CAMP073,Critical
VIC0814,Ishita Reddy,16,Male,Maharashtra,District_A,9880390047,DIS017,CAMP008,Minor Injuries
VIC0815,Diya Sharma,68,Female,Odisha,District_C,9992776786,DIS026,CAMP004,Under Treatment
VIC0816,Sai Gupta,16,Female,Gujarat,District_C,9170049884,DIS026,CAMP037,Serious Injuries
VIC0817,Dhruv Pandey,79,Male,Karnataka,District_D,9804239266,DIS050,CAMP099,Critical
VIC0818,Aditya Sharma,67,Male,Maharashtra,District_D,9756255477,DIS005,CAMP064,Healthy
VIC0819,Ishika Joshi,43,Female,Gujarat,District_B,9953539092,DIS028,CAMP032,Minor Injuries
VIC0820,Dhruv Patel,27,Female,Karnataka,District_D,9861166044,DIS004,CAMP023,Serious Injuries
VIC0821,Rohan Reddy,29,Male,Kerala,District_B,9776060122,DIS037,CAMP012,Healthy
VIC0822,Amit Kumar,21,Female,Bihar,District_A,9442271378,DIS010,CAMP008,Minor Injuries
VIC0823,Diya Sharma,40,Female,Kerala,District_D,9960442807,DIS033,CAMP036,Serious Injuries
VIC0824,Ananya Pandey,2,Female,West Bengal,District_A,9739383173,DIS019,CAMP054,Minor Injuries
VIC0825,Sai Patel,6,Male,Kerala,District_A,9829664034,DIS006,CAMP004,Serious Injuries
VIC0826,Krishna Shah,37,Male,Kerala,District_D,9577631004,DIS029,CAMP033,Minor Injuries
VIC0827,Vivaan Rao,54,Male,Gujarat,District_D,9449333259,DIS029,CAMP053,Healthy
VIC0828,Anika Shah,18,Female,Kerala,District_C,9382501800,DIS019,CAMP017,Minor Injuries
VIC0829,Sana Reddy,21,Male,Tamil Nadu,District_D,9243380137,DIS004,CAMP021,Serious Injuries
VIC0830,Ishika Menon,15,Male,Maharashtra,District_C,9898662018,DIS005,CAMP054,Healthy
VIC0831,Sai Verma,44,Male,Uttar Pradesh,District_B,9778456107,DIS036,CAMP083,Healthy
VIC0832,Ishita Shah,74,Male,Odisha,District_D,9844155246,DIS027,CAMP026,Minor Injuries
VIC0833,Ayaan Gupta,61,Female,Uttar Pradesh,District_B,9604276568,DIS050,CAMP018,Healthy
VIC0834,Ishika Desai,64,Male,Bihar,District_C,9899265167,DIS019,CAMP048,Healthy
VIC0835,Diya Rao,16,Female,Odisha,District_D,9692605882,DIS014,CAMP008,Minor Injuries
VIC0836,Pranav Patel,66,Female,Bihar,District_B,9249147515,DIS018,CAMP062,Healthy
VIC0837,Sneha Joshi,31,Male,Tamil Nadu,District_D,9627936100,DIS043,CAMP004,Under Treatment
VIC0838,Pooja Singh,69,Male,Odisha,District_A,9474262451,DIS017,CAMP044,Minor Injuries
VIC0839,Diya Reddy,1,Female,Tamil Nadu,District_D,9946831310,DIS040,CAMP098,Healthy
VIC0840,Ayaan Verma,24,Female,Gujarat,District_C,9586941252,DIS033,CAMP057,Minor Injuries
VIC0841,Sunita Mehta,62,Female,West Bengal,District_B,9274109960,DIS033,CAMP099,Serious Injuries
VIC0842,Aanya Kumar,59,Male,Kerala,District_A,9943781729,DIS036,CAMP058,Healthy
VIC0843,Ishita Shah,64,Male,Maharashtra,District_C,9598650308,DIS038,CAMP070,Healthy
VIC0844,Sai Kumar,45,Female,Rajasthan,District_B,9169601366,DIS010,CAMP039,Healthy
VIC0845,Ayaan Nair,33,Male,Odisha,District_D,9407484198,DIS037,CAMP033,Healthy
VIC0846,Aryan Singh,18,Female,Bihar,District_B,9699286046,DIS022,CAMP040,Minor Injuries
VIC0847,Myra Mehta,58,Male,Maharashtra,District_D,9494524904,DIS022,CAMP048,Minor Injuries
VIC0848,Ishita Joshi,8,Female,Kerala,District_B,9503440423,DIS034,CAMP099,Under Treatment
VIC0849,Sai Yadav,10,Male,Karnataka,District_B,9383157370,DIS010,CAMP004,Critical
VIC0850,Ishita Nair,4,Male,Rajasthan,District_A,9864787324,DIS032,CAMP033,Critical
VIC0851,Anvi Nair,9,Female,Kerala,District_D,9533026003,DIS024,CAMP021,Healthy
VIC0852,Ishita Joshi,56,Female,West Bengal,District_C,9740961937,DIS036,CAMP027,Minor Injuries
VIC0853,Riya Menon,6,Male,Odisha,District_D,9751096486,DIS036,CAMP080,Healthy
VIC0854,Raj Yadav,9,Female,Rajasthan,District_B,9280447856,DIS025,CAMP097,Under Treatment
VIC0855,Amit Gupta,47,Female,Gujarat,District_A,9587998415,DIS020,CAMP016,Serious Injuries
VIC0856,Ishita Gupta,64,Female,Karnataka,District_B,9625947511,DIS029,CAMP088,Healthy
VIC0857,Sana Gupta,54,Female,Gujarat,District_D,9903754197,DIS039,CAMP023,Serious Injuries
VIC0858,Dhruv Nair,72,Male,Karnataka,District_B,9346455257,DIS027,CAMP003,Critical
VIC0859,Aryan Verma,9,Female,Uttar Pradesh,District_B,9944291157,DIS026,CAMP055,Minor Injuries
VIC0860,Rohan Verma,41,Male,Kerala,District_A,9891619827,DIS044,CAMP062,Under Treatment
VIC0861,Priya Desai,4,Female,Odisha,District_B,9473820950,DIS025,CAMP056,Under Treatment
VIC0862,Priya Sharma,38,Female,Kerala,District_D,9487496102,DIS032,CAMP043,Under Treatment
VIC0863,Amit Mehta,53,Female,Bihar,District_D,9151323785,DIS007,CAMP078,Minor Injuries
VIC0864,Ayaan Mehta,29,Male,Rajasthan,District_C,9175622998,DIS032,CAMP056,Serious Injuries
VIC0865,Sara Verma,28,Male,Maharashtra,District_D,9424612445,DIS012,CAMP068,Under Treatment
VIC0866,Vihaan Verma,24,Female,Gujarat,District_B,9452397769,DIS043,CAMP064,Healthy
VIC0867,Krishna Patel,34,Female,Karnataka,District_A,9131043605,DIS008,CAMP056,Under Treatment
VIC0868,Pooja Yadav,15,Female,Rajasthan,District_D,9683112805,DIS017,CAMP029,Healthy
VIC0869,Pranav Sharma,73,Male,West Bengal,District_D,9468089396,DIS045,CAMP050,Healthy
VIC0870,Isha Reddy,27,Male,Gujarat,District_A,9286719381,DIS017,CAMP038,Minor Injuries
VIC0871,Sara Nair,84,Female,West Bengal,District_C,9678677002,DIS045,CAMP092,Healthy
VIC0872,Vihaan Pandey,54,Male,Rajasthan,District_B,9907224448,DIS013,CAMP093,Healthy
VIC0873,Vivaan Reddy,38,Female,Tamil Nadu,District_C,9288804271,DIS034,CAMP071,Serious Injuries
VIC0874,Sai Singh,8,Male,Rajasthan,District_B,9760025330,DIS028,CAMP024,Minor Injuries
VIC0875,Anika Verma,47,Female,Gujarat,District_D,9150542190,DIS036,CAMP067,Under Treatment
VIC0876,Ishika Desai,57,Male,Uttar Pradesh,District_A,9410595327,DIS039,CAMP093,Minor Injuries
VIC0877,Sai Yadav,27,Male,Uttar Pradesh,District_D,9291294880,DIS042,CAMP070,Serious Injuries
VIC0878,Vihaan Patel,69,Male,Tamil Nadu,District_D,9219380228,DIS019,CAMP078,Under Treatment
VIC0879,Anika Rao,15,Female,Rajasthan,District_D,9902964983,DIS015,CAMP085,Minor Injuries
VIC0880,Aarav Mehta,56,Male,Kerala,District_B,9716107592,DIS020,CAMP020,Under Treatment
VIC0881,Amit Shah,59,Male,Kerala,District_A,9843926774,DIS027,CAMP012,Healthy
VIC0882,Shaurya Mehta,19,Male,Kerala,District_D,9885261756,DIS033,CAMP085,Healthy
VIC0883,Rohan Patel,69,Male,West Bengal,District_B,9843194299,DIS017,CAMP050,Healthy
VIC0884,Rohan Nair,16,Male,Tamil Nadu,District_B,9643006219,DIS036,CAMP074,Serious Injuries
VIC0885,Pranav Mehta,85,Female,Karnataka,District_B,9893125374,DIS040,CAMP018,Critical
VIC0886,Myra Kumar,46,Female,West Bengal,District_B,9621562643,DIS037,CAMP018,Healthy
VIC0887,Aanya Nair,27,Female,Karnataka,District_A,9303872203,DIS006,CAMP037,Minor Injuries
VIC0888,Sanjay Joshi,9,Male,Kerala,District_C,9264950828,DIS002,CAMP055,Healthy
VIC0889,Amit Patel,45,Male,Bihar,District_B,9239741470,DIS029,CAMP093,Healthy
VIC0890,Ananya Shah,15,Female,Maharashtra,District_B,9437317347,DIS028,CAMP056,Minor Injuries
VIC0891,Arjun Rao,77,Male,Gujarat,District_D,9781706684,DIS038,CAMP067,Serious Injuries
VIC0892,Amit Patel,79,Male,Odisha,District_D,9760658442,DIS003,CAMP071,Critical
VIC0893,Rohan Menon,80,Male,West Bengal,District_D,9700766397,DIS043,CAMP086,Minor Injuries
VIC0894,Ishita Verma,77,Male,Rajasthan,District_C,9686023165,DIS050,CAMP090,Healthy
VIC0895,Aryan Mehta,12,Female,Rajasthan,District_B,9180832184,DIS034,CAMP068,Healthy
VIC0896,Sneha Sharma,85,Male,Gujarat,District_A,9191441279,DIS024,CAMP047,Serious Injuries
VIC0897,Anika Rao,20,Female,Gujarat,District_C,9397378677,DIS034,CAMP049,Serious Injuries
VIC0898,Rohan Shah,34,Female,Bihar,District_D,9595722120,DIS041,CAMP088,Minor Injuries
VIC0899,Shaurya Desai,75,Male,Odisha,District_B,9560373819,DIS012,CAMP020,Healthy
VIC0900,Sanjay Menon,63,Female,Uttar Pradesh,District_D,9119351217,DIS015,CAMP073,Critical
VIC0901,Aanya Gupta,61,Male,Tamil Nadu,District_D,9785177005,DIS015,CAMP073,Minor Injuries
VIC0902,Krishna Joshi,40,Male,Bihar,District_C,9861143913,DIS038,CAMP076,Critical
VIC0903,Rohan Joshi,16,Male,Odisha,District_C,9663746447,DIS023,CAMP010,Under Treatment
VIC0904,Amit Sharma,64,Female,Gujarat,District_D,9928413807,DIS013,CAMP024,Minor Injuries
VIC0905,Ishita Mehta,26,Male,Uttar Pradesh,District_A,9440028857,DIS036,CAMP024,Under Treatment
VIC0906,Aditya Gupta,51,Male,Tamil Nadu,District_A,9912491309,DIS032,CAMP006,Minor Injuries
VIC0907,Dhruv Nair,54,Male,Uttar Pradesh,District_A,9336425895,DIS012,CAMP006,Critical
VIC0908,Riya Desai,29,Female,Gujarat,District_D,9741752147,DIS003,CAMP055,Critical
VIC0909,Sneha Kumar,12,Male,Karnataka,District_D,9788038925,DIS026,CAMP078,Serious Injuries
VIC0910,Dhruv Joshi,32,Female,Karnataka,District_D,9326475619,DIS018,CAMP083,Minor Injuries
VIC0911,Amit Gupta,48,Female,Odisha,District_B,9659620466,DIS050,CAMP001,Serious Injuries
VIC0912,Ayaan Singh,14,Male,Uttar Pradesh,District_B,9619125974,DIS028,CAMP056,Healthy
VIC0913,Sunita Rao,77,Male,Gujarat,District_C,9913207914,DIS008,CAMP057,Healthy
VIC0914,Aarav Kumar,25,Male,Odisha,District_A,9388251034,DIS004,CAMP057,Healthy
VIC0915,Priya Sharma,26,Male,Bihar,District_D,9423574737,DIS020,CAMP043,Under Treatment
VIC0916,Pranav Sharma,69,Female,Bihar,District_C,9803267534,DIS002,CAMP014,Under Treatment
VIC0917,Riya Nair,35,Male,Odisha,District_A,9141441213,DIS032,CAMP001,Minor Injuries
VIC0918,Vihaan Joshi,14,Male,Maharashtra,District_B,9295452749,DIS043,CAMP069,Healthy
VIC0919,Ishika Joshi,75,Male,Bihar,District_C,9975383363,DIS022,CAMP038,Minor Injuries
VIC0920,Riya Sharma,21,Male,Uttar Pradesh,District_D,9992108895,DIS034,CAMP100,Healthy
VIC0921,Ishika Shah,14,Male,Odisha,District_A,9528230217,DIS006,CAMP002,Minor Injuries
VIC0922,Shaurya Menon,50,Female,Karnataka,District_B,9825113033,DIS031,CAMP026,Under Treatment
VIC0923,Vihaan Kumar,57,Male,Gujarat,District_B,9303512936,DIS026,CAMP041,Serious Injuries
VIC0924,Amit Patel,36,Female,Bihar,District_C,9128656278,DIS030,CAMP032,Minor Injuries
VIC0925,Aryan Shah,3,Male,Kerala,District_D,9767098196,DIS036,CAMP022,Healthy
VIC0926,Aryan Singh,72,Male,Tamil Nadu,District_D,9368743779,DIS033,CAMP038,Under Treatment
VIC0927,Anika Menon,51,Female,Kerala,District_C,9597483215,DIS031,CAMP024,Critical
VIC0928,Myra Verma,72,Female,Tamil Nadu,District_A,9244802923,DIS012,CAMP084,Minor Injuries
VIC0929,Krishna Singh,15,Female,Kerala,District_D,9611366741,DIS036,CAMP051,Minor Injuries
VIC0930,Rohan Menon,28,Female,West Bengal,District_A,9913127228,DIS010,CAMP026,Serious Injuries
VIC0931,Diya Desai,19,Female,Uttar Pradesh,District_C,9699644125,DIS025,CAMP046,Healthy
VIC0932,Sanjay Kumar,61,Male,West Bengal,District_B,9434508418,DIS002,CAMP008,Healthy
VIC0933,Vivaan Joshi,34,Male,Uttar Pradesh,District_B,9412619823,DIS040,CAMP019,Healthy
VIC0934,Raj Menon,82,Male,Odisha,District_D,9308440300,DIS023,CAMP083,Critical
VIC0935,Diya Joshi,54,Male,Odisha,District_A,9221780318,DIS031,CAMP079,Critical
VIC0936,Anvi Desai,6,Male,Gujarat,District_D,9759317588,DIS024,CAMP020,Minor Injuries
VIC0937,Sara Rao,53,Male,Tamil Nadu,District_A,9682001502,DIS019,CAMP093,Critical
VIC0938,Sai Rao,44,Male,Tamil Nadu,District_A,9585928241,DIS046,CAMP044,Under Treatment
VIC0939,Anika Mehta,79,Female,Odisha,District_A,9575597813,DIS040,CAMP032,Healthy
VIC0940,Rohan Nair,20,Female,Odisha,District_B,9590558716,DIS032,CAMP025,Healthy
VIC0941,Vivaan Shah,4,Male,Gujarat,District_A,9105609079,DIS017,CAMP050,Serious Injuries
VIC0942,Vihaan Shah,39,Male,Uttar Pradesh,District_A,9452465968,DIS043,CAMP029,Healthy
VIC0943,Aanya Nair,73,Male,Karnataka,District_A,9697582876,DIS030,CAMP089,Under Treatment
VIC0944,Diya Joshi,37,Female,Gujarat,District_C,9902847228,DIS049,CAMP008,Minor Injuries
VIC0945,Sai Pandey,13,Female,Gujarat,District_C,9176871724,DIS016,CAMP008,Healthy
VIC0946,Vihaan Menon,85,Female,Rajasthan,District_C,9131870247,DIS034,CAMP095,Serious Injuries
VIC0947,Sneha Desai,36,Male,Odisha,District_B,9993683559,DIS003,CAMP085,Critical
VIC0948,Aditya Nair,26,Male,Maharashtra,District_A,9145063848,DIS046,CAMP044,Healthy
VIC0949,Aarav Menon,1,Female,Kerala,District_A,9159619307,DIS007,CAMP099,Minor Injuries
VIC0950,Myra Singh,47,Male,Bihar,District_C,9434545035,DIS026,CAMP074,Minor Injuries
VIC0951,Aarav Gupta,19,Female,Kerala,District_D,9650572579,DIS014,CAMP090,Minor Injuries
VIC0952,Sara Desai,25,Female,Maharashtra,District_C,9284916723,DIS021,CAMP029,Under Treatment
VIC0953,Pooja Nair,79,Female,Gujarat,District_D,9978497570,DIS022,CAMP009,Minor Injuries
VIC0954,Vihaan Patel,39,Male,West Bengal,District_B,9929572028,DIS014,CAMP074,Critical
VIC0955,Dhruv Kumar,65,Male,West Bengal,District_B,9983097429,DIS041,CAMP032,Under Treatment
VIC0956,Myra Desai,19,Male,Odisha,District_B,9158192754,DIS042,CAMP096,Healthy
VIC0957,Ishita Patel,6,Male,Karnataka,District_D,9982714428,DIS003,CAMP005,Healthy
VIC0958,Pooja Yadav,13,Female,Karnataka,District_C,9164942524,DIS006,CAMP045,Serious Injuries
VIC0959,Aryan Singh,29,Male,Tamil Nadu,District_B,9870792336,DIS013,CAMP056,Serious Injuries
VIC0960,Rohan Kumar,29,Female,West Bengal,District_D,9650014403,DIS008,CAMP090,Healthy
VIC0961,Raj Verma,14,Female,Gujarat,District_D,9287578008,DIS022,CAMP068,Critical
VIC0962,Isha Sharma,58,Female,Karnataka,District_B,9411537359,DIS049,CAMP037,Under Treatment
VIC0963,Shaurya Patel,71,Male,Maharashtra,District_A,9427294269,DIS027,CAMP041,Healthy
VIC0964,Sana Nair,61,Male,Tamil Nadu,District_A,9928432671,DIS005,CAMP056,Minor Injuries
VIC0965,Sana Reddy,4,Female,Rajasthan,District_C,9181730602,DIS003,CAMP061,Serious Injuries
VIC0966,Priya Singh,19,Female,Bihar,District_A,9678090646,DIS012,CAMP076,Healthy
VIC0967,Sunita Pandey,3,Female,Odisha,District_C,9314380703,DIS030,CAMP091,Serious Injuries
VIC0968,Ayaan Mehta,35,Female,Odisha,District_C,9469030370,DIS032,CAMP014,Under Treatment
VIC0969,Krishna Mehta,62,Male,Karnataka,District_B,9277603230,DIS035,CAMP066,Healthy
VIC0970,Ananya Sharma,71,Male,Uttar Pradesh,District_A,9560568514,DIS002,CAMP035,Minor Injuries
VIC0971,Rohan Yadav,15,Female,Odisha,District_B,9264572976,DIS021,CAMP004,Minor Injuries
VIC0972,Diya Sharma,72,Male,Odisha,District_C,9418369339,DIS011,CAMP049,Healthy
VIC0973,Amit Patel,20,Female,Tamil Nadu,District_C,9846242859,DIS006,CAMP020,Critical
VIC0974,Amit Pandey,13,Male,West Bengal,District_D,9463101660,DIS001,CAMP041,Critical
VIC0975,Rohan Shah,13,Male,Maharashtra,District_B,9895457916,DIS022,CAMP024,Minor Injuries
VIC0976,Raj Rao,21,Male,West Bengal,District_D,9617228519,DIS031,CAMP038,Minor Injuries
VIC0977,Sara Kumar,6,Male,Maharashtra,District_B,9153401619,DIS010,CAMP071,Critical
VIC0978,Diya Gupta,11,Female,Uttar Pradesh,District_C,9432339177,DIS018,CAMP069,Under Treatment
VIC0979,Myra Shah,11,Female,Tamil Nadu,District_D,9352248328,DIS039,CAMP068,Minor Injuries
VIC0980,Raj Reddy,37,Female,Odisha,District_C,9864973787,DIS024,CAMP001,Healthy
VIC0981,Arjun Mehta,56,Female,Karnataka,District_A,9461232387,DIS029,CAMP077,Critical
VIC0982,Anvi Pandey,1,Female,Gujarat,District_B,9892297950,DIS040,CAMP076,Serious Injuries
VIC0983,Dhruv Menon,21,Male,Odisha,District_C,9684100056,DIS030,CAMP072,Healthy
VIC0984,Isha Verma,26,Male,Maharashtra,District_B,9985148277,DIS045,CAMP033,Healthy
VIC0985,Vihaan Joshi,20,Female,Karnataka,District_D,9806627982,DIS023,CAMP079,Minor Injuries
VIC0986,Shaurya Gupta,69,Male,Rajasthan,District_C,9132050491,DIS038,CAMP003,Under Treatment
VIC0987,Raj Shah,43,Male,Uttar Pradesh,District_C,9682612247,DIS029,CAMP019,Under Treatment
VIC0988,Aryan Sharma,48,Female,Rajasthan,District_A,9180099601,DIS008,CAMP081,Under Treatment
VIC0989,Vihaan Gupta,20,Female,Kerala,District_B,9311950227,DIS004,CAMP059,Serious Injuries
VIC0990,Anika Nair,8,Female,Karnataka,District_C,9415281514,DIS015,CAMP062,Minor Injuries
VIC0991,Amit Patel,5,Male,Bihar,District_D,9449702160,DIS032,CAMP033,Minor Injuries
VIC0992,Aanya Gupta,36,Female,Karnataka,District_D,9746209877,DIS029,CAMP007,Serious Injuries
VIC0993,Myra Reddy,49,Male,Kerala,District_B,9874248930,DIS007,CAMP032,Healthy
VIC0994,Aarav Desai,28,Male,Gujarat,District_D,9151130306,DIS022,CAMP064,Healthy
VIC0995,Ayaan Singh,65,Female,Uttar Pradesh,District_A,9402764269,DIS016,CAMP097,Healthy
VIC0996,Priya Verma,14,Male,Kerala,District_B,9484701019,DIS013,CAMP054,Minor Injuries
VIC0997,Ayaan Patel,9,Male,Bihar,District_C,9722362795,DIS020,CAMP004,Serious Injuries
VIC0998,Arjun Menon,80,Female,Maharashtra,District_D,9784563508,DIS011,CAMP076,Healthy
VIC0999,Dhruv Patel,27,Male,Odisha,District_C,9754179256,DIS028,CAMP099,Minor Injuries
VIC1000,Aditya Nair,35,Male,Rajasthan,District_D,9246709493,DIS012,CAMP098,Minor Injuries
